version,status,last_updated,author,change_note,ata,component,description,qty,unit_mass_kg,total_mass_kg,x_m,y_m,z_m,mx_kgm,my_kgm,mz_kgm,notes
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),32,MLG RH,Error 2023,1,771.617,771.617,37.72966,5.905512,2.624672,29112.84706022,4556.793452904,2025.241534624,0
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),32,Brakes,Error 2023,4,77.1617,308.6468,37.72966,0,1.968504,11645.138824088,0,607.5724603872,4 wheels
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),32,Wheels & Tires,Error 2023,6,55.1155,330.693,34.44882,0,1.968504,11391.98363226,0,650.970493272,4 MLG + 2 NLG
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),33,Landing Lights,Error 2023,4,6.61386,26.45544,34.44882,0,3.28084,911.3586905808,0,86.7960657696,Wing root / MLG
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),33,Nav Lights,Error 2023,3,2.20462,6.61386,39.37008,0,8.2021,260.3881973088,0,54.247541106,Wingtips + tail
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),33,Cabin Lighting,Error 2023,1,44.0924,44.0924,27.88714,0,7.545932,1229.610931736,0,332.7182521168,Distributed
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),34,IRS 1,Error 2023,1,39.68316,39.68316,11.48294,-0.984252,5.577428,455.6793452904,-39.05822959632,221.32996771248,0
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),34,IRS 2,Error 2023,1,39.68316,39.68316,11.48294,0.984252,5.577428,455.6793452904,39.05822959632,221.32996771248,0
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),34,GPS,Error 2023,2,6.61386,13.22772,11.48294,0,8.2021,151.8931150968,0,108.495082212,Antennas on top fuselage
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),34,Weather Radar,Error 2023,1,33.0693,33.0693,4.92126,0,4.92126,162.742623318,0,162.742623318,Nose radome
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),34,Radio Altimeter,Error 2023,2,8.81848,17.63696,36.08924,0,2.296588,636.5044823104,0,40.50483069248,0
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),35,Crew O2 Bottle,Error 2023,1,39.68316,39.68316,11.48294,1.312336,2.952756,455.6793452904,52.07763946176,117.17468878896,Fwd equipment bay
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),35,Pax O2 Generators,Error 2023,1,99.2079,99.2079,27.88714,0,7.874016,2766.624596406,0,781.1645919264,Chemical generators in PSU
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),36,Bleed Air Ducting,Error 2023,1,132.2772,132.2772,37.72966,0,6.233596,4990.773781752,0,824.5626248112,Engine to wing/pack
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),36,Precoolers,Error 2023,2,44.0924,88.1848,39.37008,0,6.56168,3471.842630784,0,578.640438464,0
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),38,Potable Water Tank,Error 2023,1,143.3003,143.3003,16.4042,0,3.28084,2350.72678126,0,470.145356252,~60 L at 100% fill
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),38,Waste Tank,Error 2023,1,176.3696,176.3696,50.85302,0,3.28084,8968.926796192,0,578.640438464,Aft of aft lav
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),49,APU Assembly,Error 2023,1,319.6699,319.6699,63.97638,0,7.545932,20451.322996962,0,2412.2073278468,"Aft fuselage, typ. P&W 901 class"
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),49,APU Mounts,Error 2023,1,39.68316,39.68316,63.97638,0,7.545932,2538.7849237608,0,299.44642690512,0
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),49,APU Inlet/Exhaust,Error 2023,1,48.50164,48.50164,63.97638,0,8.530184,3102.9593512632,0,413.72791350176,0
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),52,Fwd Pax Door LH,Error 2023,1,187.3927,187.3927,13.12336,-2.952756,4.593176,2459.221863472,-553.3249192812,860.7276522152,Main entry / airstair
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),52,Fwd Pax Door RH,Error 2023,1,77.1617,77.1617,13.12336,2.952756,4.593176,1012.620767312,227.8396726452,354.4172685592,Service door
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),52,Aft Pax Door LH,Error 2023,1,66.1386,66.1386,50.85302,-2.952756,4.593176,3363.347548572,-195.2911479816,303.7862301936,Emergency exit
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),52,Aft Pax Door RH,Error 2023,1,66.1386,66.1386,50.85302,2.952756,4.593176,3363.347548572,195.2911479816,303.7862301936,Emergency exit
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),52,Cargo Door Fwd,Error 2023,1,99.2079,99.2079,14.76378,0,1.64042,1464.683609862,0,162.742623318,Belly nose baggage
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),52,Cargo Door Aft,Error 2023,1,121.2541,121.2541,54.13386,-2.952756,3.937008,6563.952473826,-358.0337712996,477.3783617328,External aft baggage
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),53,Fwd Fuselage Section,Error 2023,1,1212.541,1212.541,11.48294,0,4.92126,13923.53555054,0,5967.22952166,Nose to fwd pressure bulkhead
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),53,Center Fuselage Section,Error 2023,1,2094.389,2094.389,34.44882,0,5.577428,72149.22967098,0,11681.303851492,Wing carry-through
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),53,Aft Fuselage Section,Error 2023,1,1433.003,1433.003,54.13386,0,5.905512,77573.98378158,0,8462.616412536,Pressurized aft + tailcone
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),53,Pressure Bulkhead,Error 2023,1,198.4158,198.4158,57.4147,0,5.905512,11391.98363226,0,1171.7468878896,Aft pressure bulkhead
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),54,Pylon LH,Error 2023,1,242.5082,242.5082,42.65092,-3.937008,7.217848,10343.197837544,-954.7567234656,1750.3873263536,0
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),54,Pylon RH,Error 2023,1,242.5082,242.5082,42.65092,3.937008,7.217848,10343.197837544,954.7567234656,1750.3873263536,0
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),54,Nacelle LH,Error 2023,1,396.8316,396.8316,43.307088,-4.92126,7.545932,17185.6210223808,-1952.911479816,2994.4642690512,0
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),54,Nacelle RH,Error 2023,1,396.8316,396.8316,43.307088,4.92126,7.545932,17185.6210223808,1952.911479816,2994.4642690512,0
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),55,Horizontal Stab,Error 2023,1,617.2936,617.2936,62.33596,0,16.4042,38479.589157856,0,10126.20767312,T-tail top of vertical
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),55,Vertical Stab,Error 2023,1,705.4784,705.4784,60.69554,0,11.48294,42819.392446336,0,8100.966138496,0
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),56,Flight Deck Windows,Error 2023,1,187.3927,187.3927,10.498688,0,6.56168,1967.3774907776,0,1229.610931736,"5-panel, lumped"
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),56,Cabin Windows,Error 2023,14,22.0462,308.6468,27.88714,0,6.56168,8607.276522152,0,2025.241534624,7 per side
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),57,Wing Box LH,Error 2023,1,1058.2176,1058.2176,34.44882,-9.84252,6.233596,36454.347623232,-10415.527892352,6596.5009984896,0
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),57,Wing Box RH,Error 2023,1,1058.2176,1058.2176,34.44882,9.84252,6.233596,36454.347623232,10415.527892352,6596.5009984896,0
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),57,Wing Skins LH,Error 2023,1,485.0164,485.0164,34.44882,-16.4042,6.56168,16708.242660648,-7956.30602888,3182.522411552,0
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),57,Wing Skins RH,Error 2023,1,485.0164,485.0164,34.44882,16.4042,6.56168,16708.242660648,7956.30602888,3182.522411552,0
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),57,Leading Edge,Error 2023,1,242.5082,242.5082,32.8084,0,6.56168,7956.30602888,0,1591.261205776,"Both wings, lumped"
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),57,Trailing Edge,Error 2023,1,286.6006,286.6006,37.72966,0,6.56168,10813.343193796,0,1880.581425008,"Both wings, lumped"
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),71,Engine 1 Core,Error 2023,1,1653.465,1653.465,43.307088,-3.937008,7.545932,71606.75425992,-6509.70493272,12476.93445438,"Dry weight, aft fuselage mount"
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),71,Engine 2 Core,Error 2023,1,1653.465,1653.465,43.307088,3.937008,7.545932,71606.75425992,6509.70493272,12476.93445438,"Dry weight, aft fuselage mount"
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),71,Engine Mounts LH,Error 2023,1,88.1848,88.1848,42.65092,-3.937008,7.545932,3761.162850016,-347.1842630784,665.4365042336,0
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),71,Engine Mounts RH,Error 2023,1,88.1848,88.1848,42.65092,3.937008,7.545932,3761.162850016,347.1842630784,665.4365042336,0
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),73,FADEC 1,Error 2023,1,17.63696,17.63696,42.65092,-3.937008,7.545932,752.2325700032,-69.43685261568,133.08730084672,0
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),73,FADEC 2,Error 2023,1,17.63696,17.63696,42.65092,3.937008,7.545932,752.2325700032,69.43685261568,133.08730084672,0
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),73,Fuel Metering Unit 1,Error 2023,1,26.45544,26.45544,42.65092,-3.937008,7.545932,1128.3488550048,-104.15527892352,199.63095127008,0
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),73,Fuel Metering Unit 2,Error 2023,1,26.45544,26.45544,42.65092,3.937008,7.545932,1128.3488550048,104.15527892352,199.63095127008,0
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),75,Bleed Valves,Error 2023,4,8.81848,35.27392,42.65092,0,7.545932,1504.4651400064,0,266.17460169344,0
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),75,Variable Stator Vanes,Error 2023,2,13.22772,26.45544,42.65092,0,7.545932,1128.3488550048,0,199.63095127008,Per engine actuator
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),78,Exhaust Nozzle LH,Error 2023,1,77.1617,77.1617,45.93176,-3.937008,7.545932,3544.172685592,-303.7862301936,582.2569412044,0
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),78,Exhaust Nozzle RH,Error 2023,1,77.1617,77.1617,45.93176,3.937008,7.545932,3544.172685592,303.7862301936,582.2569412044,0
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),78,Thrust Reverser LH,Error 2023,1,198.4158,198.4158,45.275592,-3.937008,7.545932,8983.3928071536,-781.1645919264,1497.2321345256,0
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),78,Thrust Reverser RH,Error 2023,1,198.4158,198.4158,45.275592,3.937008,7.545932,8983.3928071536,781.1645919264,1497.2321345256,0
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),79,Oil Tank 1,Error 2023,1,26.45544,26.45544,43.307088,-3.937008,7.874016,1145.70806815872,-104.15527892352,208.31055784704,0
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),79,Oil Tank 2,Error 2023,1,26.45544,26.45544,43.307088,3.937008,7.874016,1145.70806815872,104.15527892352,208.31055784704,0
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),79,Oil Coolers,Error 2023,2,17.63696,35.27392,44.29134,0,7.545932,1562.3291838528,0,266.17460169344,0
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),80,Starter 1,Error 2023,1,22.0462,22.0462,41.994752,-3.937008,7.545932,925.8247015424,-86.7960657696,166.3591260584,Air turbine starter
1899-12-30,Draft,2026-05-16,0,Initial business jet baseline (Challenger 350 / Praetor 500 class),80,Starter 2,Error 2023,1,22.0462,22.0462,41.994752,3.937008,7.545932,925.8247015424,86.7960657696,166.3591260584,Air turbine starter
